 ,Date,Observers,Note,Phase,Flowers on Ground (0-4),Nuts on Tree (0-4)?,Nuts on Ground?,% Canopy w/ Leaves,% of Leaves Green,,
25,02/02/2022,JCS+ACI+DC,,,0,3,many,85,100,,
42,02/02/2022,JCS+ACI+DC,,,0,1,many,90,100,,
Z,02/02/2022,JCS+ACI+DC,,,2,2,many,100,100,,
39,02/02/2022,JCS+ACI+DC,"muerto, se encontró caído",,-,-,-,-,-,,
38,02/02/2022,JCS+ACI+DC,,,1,1,manu,100,100,,
30,02/02/2022,JCS+ACI+DC,,,1,3,none,85,100,,
31,02/02/2022,JCS+ACI+DC,,,0,1,none,95,100,,
40,02/02/2022,JCS+ACI+DC,,,0,1,none,85,100,,
37,02/02/2022,JCS+ACI+DC,,,0,1,some,90,100,,
32,02/02/2022,JCS+ACI+DC,,,1,1,none,75,100,,
33,02/02/2022,JCS+ACI+DC,,,1,1,none,85,100,,
36,02/02/2022,JCS+ACI+DC,,,1,1,none,90,100,,
35,02/02/2022,JCS+ACI+DC,,,1,1,none,80,100,,
41,16/02/2022,JCS+ACI+DC,,,0,2,none,85,100,,
20,16/02/2022,JCS+ACI+DC,,,3,2,many,95,100,,
21,16/02/2022,JCS+ACI+DC,,,1,1,many,95,100,,
22,16/02/2022,JCS+ACI+DC,,,0,4,some,95,100,,
23,16/02/2022,JCS+ACI+DC,,,2,1,none,60,100,,
26,16/02/2022,JCS+ACI+DC,,,0,1,many,95,100,,
27,16/02/2022,JCS+ACI+DC,,,2,4,many,95,100,,
28,16/02/2022,JCS+ACI+DC,,,3,2,many,90,100,,
43,16/02/2022,JCS+ACI+DC,,,2,1,many,85,100,,
29,16/02/2022,JCS+ACI+DC,,,0,1,many,90,100,,
24,16/02/2022,JCS+ACI+DC,,,0,1,many,90,100,,
25,16/02/2022,JCS+ACI+DC,,,0,0,many,90,100,,
42,16/02/2022,JCS+ACI+DC,,,0,1,many,95,100,,
Z,16/02/2022,JCS+ACI+DC,,,2,0,many,100,100,,
39,16/02/2022,JCS+ACI+DC,"muerto, se encontró caído",,-,-,-,-,-,,
38,16/02/2022,JCS+ACI+DC,,,0,1,none,100,100,,
30,16/02/2022,JCS+ACI+DC,,,1,3,none,85,100,,
31,16/02/2022,JCS+ACI+DC,,,0,1,none,95,100,,
40,16/02/2022,JCS+ACI+DC,,,0,1,none,85,100,,
37,16/02/2022,JCS+ACI+DC,,,0,1,none,90,100,,
32,16/02/2022,JCS+ACI+DC,,,1,1,none,75,100,,
33,16/02/2022,JCS+ACI+DC,,,0,1,none,85,100,,
36,16/02/2022,JCS+ACI+DC,,,0,1,none,90,100,,
35,16/02/2022,JCS+ACI+DC,,,0,2,none,80,100,,
41,02/03/2022,JCS+ACI+DC,,,0,0,none,85,100,,
20,02/03/2022,JCS+ACI+DC,,,1,1,many,95,100,,
21,02/03/2022,JCS+ACI+DC,,,0,1,many,95,100,,
22,02/03/2022,JCS+ACI+DC,,,0,4,many,95,100,,
23,02/03/2022,JCS+ACI+DC,,,1,1,none,60,80,,
26,02/03/2022,JCS+ACI+DC,,,0,2,many,95,100,,
27,02/03/2022,JCS+ACI+DC,,,1,3,many,95,100,,
28,02/03/2022,JCS+ACI+DC,,,2,1,many,90,100,,
43,02/03/2022,JCS+ACI+DC,,,1,1,some,85,100,,
29,02/03/2022,JCS+ACI+DC,,,1,0,many,90,100,,
24,02/03/2022,JCS+ACI+DC,,,0,1,many,90,100,,
25,02/03/2022,JCS+ACI+DC,,,0,1,many,90,100,,
42,02/03/2022,JCS+ACI+DC,,,0,1,many,95,100,,
Z,02/03/2022,JCS+ACI+DC,,,2,1,some,100,100,,
39,02/03/2022,JCS+ACI+DC,-,-,-,-,-,-,-,,
38,02/03/2022,JCS+ACI+DC,,,0,1,none,95,100,,
30,02/03/2022,JCS+ACI+DC,,,0,3,none,85,100,,
31,02/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
40,02/03/2022,JCS+ACI+DC,,,0,1,none,85,100,,
37,02/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
32,02/03/2022,JCS+ACI+DC,,,0,0,none,75,100,,
33,02/03/2022,JCS+ACI+DC,,,0,1,none,95,100,,
36,02/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
35,02/03/2022,JCS+ACI+DC,,,0,1,none,80,100,,
41,16/03/2022,JCS+ACI+DC,,,0,1,none,85,100,,
20,16/03/2022,JCS+ACI+DC,,,0,1,none,95,100,,
21,16/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
22,16/03/2022,JCS+ACI+DC,,,0,3,many,95,100,,
23,16/03/2022,JCS+ACI+DC,,,1,0,some,60,90,,
26,16/03/2022,JCS+ACI+DC,,,0,3,none,95,100,,
27,16/03/2022,JCS+ACI+DC,,,0,1,many,95,100,,
28,16/03/2022,JCS+ACI+DC,,,0,1,some,90,100,,
43,16/03/2022,JCS+ACI+DC,,,1,1,none,85,100,,
29,16/03/2022,JCS+ACI+DC,,,0,1,some,90,100,,
24,16/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
25,16/03/2022,JCS+ACI+DC,,,0,2,none,90,100,,
42,16/03/2022,JCS+ACI+DC,,,0,1,none,95,100,,
Z,16/03/2022,JCS+ACI+DC,,,1,0,none,100,100,,
39,16/03/2022,JCS+ACI+DC,-,-,-,-,-,-,-,,
38,16/03/2022,JCS+ACI+DC,,,0,0,none,95,100,,
30,16/03/2022,JCS+ACI+DC,,,0,2,none,85,100,,
31,16/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
40,16/03/2022,JCS+ACI+DC,,,0,1,none,85,100,,
37,16/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
32,16/03/2022,JCS+ACI+DC,,,0,0,none,75,100,,
33,16/03/2022,JCS+ACI+DC,,,0,2,none,95,100,,
36,16/03/2022,JCS+ACI+DC,,,0,1,none,90,100,,
35,16/03/2022,JCS+ACI+DC,,,0,3,none,80,100,,
41,30/03/2022,JCS+DC,,,0,1,none,85,100,,
20,30/03/2022,JCS+DC,,,0,1,none,95,100,,
21,30/03/2022,JCS+DC,,,0,1,none,90,95,,
22,30/03/2022,JCS+DC,,,0,3,many,90,90,,
23,30/03/2022,JCS+DC,,,0,0,some,60,90,,
26,30/03/2022,JCS+DC,,,0,4,none,90,100,,
27,30/03/2022,JCS+DC,,,0,1,many,95,100,,
28,30/03/2022,JCS+DC,,,0,1,none,90,100,,
43,30/03/2022,JCS+DC,,,0,1,none,80,100,,
29,30/03/2022,JCS+DC,,,0,1,some,85,100,,
24,30/03/2022,JCS+DC,,,0,3,none,90,100,,
25,30/03/2022,JCS+DC,,,0,4,none,90,95,,
42,30/03/2022,JCS+DC,,,0,1,none,90,90,,
Z,30/03/2022,JCS+DC,,,0,1,none,95,90,,
39,30/03/2022,JCS+DC,-,-,-,-,-,-,-,,
38,30/03/2022,JCS+DC,,,0,1,none,95,100,,
30,30/03/2022,JCS+DC,,,0,3,none,85,95,,
31,30/03/2022,JCS+DC,,,0,1,none,90,100,,
40,30/03/2022,JCS+DC,,,0,1,none,80,95,,
37,30/03/2022,JCS+DC,,,0,1,none,90,100,,
32,30/03/2022,JCS+DC,,,0,1,none,75,95,,
33,30/03/2022,JCS+DC,,,0,1,none,95,100,,
36,30/03/2022,JCS+DC,,,0,1,none,90,100,,
35,30/03/2022,JCS+DC,,,0,4,none,80,100,,
41,13/04/2022,JCS,,,0,2,none,85,95,,
20,13/04/2022,JCS,,,0,1,none,95,95,,
21,13/04/2022,JCS,,,0,1,none,90,95,,
22,13/04/2022,JCS,,,0,3,many,90,90,,
23,13/04/2022,JCS,,,0,0,none,60,90,,
26,13/04/2022,JCS,,,0,4,none,100,100,,
27,13/04/2022,JCS,,,0,2,some,95,95,,
28,13/04/2022,JCS,,,0,1,some,90,100,,
43,13/04/2022,JCS,,,0,1,none,75,100,,
29,13/04/2022,JCS,,,0,1,none,85,100,,
24,13/04/2022,JCS,,,0,3,none,85,95,,
25,13/04/2022,JCS,,,0,4,none,90,95,,
42,13/04/2022,JCS,,,0,3,none,85,95,,
Z,13/04/2022,JCS,,,0,2,none,95,95,,
39,13/04/2022,JCS,-,-,-,-,-,-,-,,
38,13/04/2022,JCS,,,0,1,none,95,95,,
30,13/04/2022,JCS,,,0,4,none,85,95,,
31,13/04/2022,JCS,,,0,1,none,90,95,,
40,13/04/2022,JCS,,,0,2,none,80,95,,
37,13/04/2022,JCS,,,0,1,none,90,100,,
32,13/04/2022,JCS,,,0,1,none,75,95,,
33,13/04/2022,JCS,,,0,2,none,95,100,,
36,13/04/2022,JCS,,,0,1,none,90,100,,
35,13/04/2022,JCS,,,0,4,none,80,100,,
41,27/04/2022,JCS,,,0,2,none,90,95,,
20,27/04/2022,JCS,,,0,3,none,95,95,,
21,27/04/2022,JCS,,,0,1,none,90,90,,
22,27/04/2022,JCS,,,0,4,many,90,90,,
23,27/04/2022,JCS,,,0,1,none,60,90,,
26,27/04/2022,JCS,,,0,4,none,100,95,,
27,27/04/2022,JCS,,,0,3,none,100,95,,
28,27/04/2022,JCS,,,0,1,none,90,95,,
43,27/04/2022,JCS,,,0,2,none,75,95,,
29,27/04/2022,JCS,,,0,3,none,85,100,,
24,27/04/2022,JCS,,,0,3,none,85,95,,
25,27/04/2022,JCS,,,0,4,none,90,95,,
42,27/04/2022,JCS,,,0,3,none,85,90,,
Z,27/04/2022,JCS,,,0,2,none,95,95,,
39,27/04/2022,JCS,-,-,-,-,-,-,-,,
38,27/04/2022,JCS,,,0,4,none,95,95,,
30,27/04/2022,JCS,,,0,4,none,85,95,,
31,27/04/2022,JCS,,,0,2,none,90,95,,
40,27/04/2022,JCS,,,0,3,none,80,95,,
37,27/04/2022,JCS,,,0,2,none,90,95,,
32,27/04/2022,JCS,,,0,1,none,75,95,,
33,27/04/2022,JCS,,,0,2,none,95,95,,
36,27/04/2022,JCS,,,0,1,none,90,95,,
35,27/04/2022,JCS,,,0,4,none,80,95,,
41,11/05/2022,ACI+DCR,,,0,1,none,90,95,,
20,11/05/2022,ACI+DCR,,,0,2,none,95,95,,
21,11/05/2022,ACI+DCR,,,0,1,none,90,90,,
22,11/05/2022,ACI+DCR,,,0,3,many,90,90,,
23,11/05/2022,ACI+DCR,,,0,0,none,50,90,,
26,11/05/2022,ACI+DCR,,,0,3,none,100,95,,
27,11/05/2022,ACI+DCR,,,0,3,none,100,95,,
28,11/05/2022,ACI+DCR,,,0,1,none,80,95,,
43,11/05/2022,ACI+DCR,,,0,4,none,70,95,,
29,11/05/2022,ACI+DCR,,,0,3,none,90,90,,
24,11/05/2022,ACI+DCR,,,0,3,none,80,90,,
25,11/05/2022,ACI+DCR,,,0,3,none,85,90,,
42,11/05/2022,ACI+DCR,,,0,1,none,85,90,,
Z,11/05/2022,ACI+DCR,,,0,3,none,95,95,,
39,11/05/2022,ACI+DCR,-,-,-,-,-,-,-,,
38,11/05/2022,ACI+DCR,,,0,3,none,95,95,,
30,11/05/2022,ACI+DCR,,,0,4,none,85,95,,
31,11/05/2022,ACI+DCR,,,0,2,none,85,95,,
40,11/05/2022,ACI+DCR,,,0,2,none,80,95,,
37,11/05/2022,ACI+DCR,,,0,2,none,90,95,,
32,11/05/2022,ACI+DCR,,,0,1,none,80,95,,
33,11/05/2022,ACI+DCR,,,0,1,none,95,95,,
36,11/05/2022,ACI+DCR,,,0,0,none,90,95,,
35,11/05/2022,ACI+DCR,,,0,4,none,80,95,,
41,25/05/2022,JCS+ACI+DCR,,,0,1,none,90,95,,
20,25/05/2022,JCS+ACI+DCR,,,0,4,none,95,95,,
21,25/05/2022,JCS+ACI+DCR,,,0,3,none,90,90,,
22,25/05/2022,JCS+ACI+DCR,,,0,3,none,90,90,,
23,25/05/2022,JCS+ACI+DCR,,,0,0,none,50,95,,
26,25/05/2022,JCS+ACI+DCR,,,0,4,none,95,95,,
27,25/05/2022,JCS+ACI+DCR,,,0,3,none,95,95,,
28,25/05/2022,JCS+ACI+DCR,,,0,2,none,90,95,,
43,25/05/2022,JCS+ACI+DCR,,,0,3,none,85,95,,
29,25/05/2022,JCS+ACI+DCR,,,0,3,none,90,95,,
24,25/05/2022,JCS+ACI+DCR,,,0,3,none,80,90,,
25,25/05/2022,JCS+ACI+DCR,,,0,4,none,85,90,,
42,25/05/2022,JCS+ACI+DCR,,,0,2,none,90,95,,
Z,25/05/2022,JCS+ACI+DCR,,,0,3,none,95,95,,
39,25/05/2022,JCS+ACI+DCR,-,-,-,-,-,-,-,,
38,25/05/2022,JCS+ACI+DCR,,,0,3,none,95,95,,
30,25/05/2022,JCS+ACI+DCR,,,0,4,none,85,95,,
31,25/05/2022,JCS+ACI+DCR,,,0,3,none,90,95,,
40,25/05/2022,JCS+ACI+DCR,,,0,3,none,80,95,,
37,25/05/2022,JCS+ACI+DCR,,,0,3,none,90,95,,
32,25/05/2022,JCS+ACI+DCR,,,0,1,none,80,95,,
33,25/05/2022,JCS+ACI+DCR,,,0,1,none,95,95,,
36,25/05/2022,JCS+ACI+DCR,,,0,0,none,90,95,,
35,25/05/2022,JCS+ACI+DCR,,,0,4,none,85,95,,
41,07/06/2022,JCS,,,0,1,none,85,85,,
20,07/06/2022,JCS,,,0,3,none,95,95,,
21,07/06/2022,JCS,,,0,2,none,95,95,,
22,07/06/2022,JCS,,,0,3,none,95,95,,
23,07/06/2022,JCS,,,0,0,none,40,90,,
26,07/06/2022,JCS,,,0,4,none,95,95,,
27,07/06/2022,JCS,,,0,3,none,95,95,,
28,07/06/2022,JCS,,,0,1,none,90,95,,
43,07/06/2022,JCS,,,0,3,none,85,95,,
29,07/06/2022,JCS,,,0,3,none,90,95,,
24,07/06/2022,JCS,,,0,3,none,80,95,,
25,07/06/2022,JCS,,,0,4,none,90,95,,
42,07/06/2022,JCS,,,0,2,none,90,95,,
Z,07/06/2022,JCS,,,0,3,none,95,95,,
39,07/06/2022,JCS,,,0,,,,,,
38,07/06/2022,JCS,,,0,3,none,95,95,,
30,07/06/2022,JCS,,,0,4,none,85,100,,
31,07/06/2022,JCS,,,0,1,none,90,95,,
40,07/06/2022,JCS,,,0,2,none,80,95,,
37,07/06/2022,JCS,,,0,2,none,90,95,,
32,07/06/2022,JCS,,,0,1,none,80,95,,
33,07/06/2022,JCS,,,0,1,none,95,95,,
36,07/06/2022,JCS,,,0,0,none,90,95,,
35,07/06/2022,JCS,,,0,3,none,85,95,,
41,21/06/2022,JCS+DCR,,,0,1,none,80,85,,
20,21/06/2022,JCS+DCR,,,0,3,none,95,95,,
21,21/06/2022,JCS+DCR,,,0,3,none,90,90,,
22,21/06/2022,JCS+DCR,"2 cocos on the ground, probably eaten by macaws? therefore did not fall naturally",,0,4,some,95,95,,
23,21/06/2022,JCS+DCR,,,0,1,none,30,70,,
26,21/06/2022,JCS+DCR,,,0,4,none,90,95,,
27,21/06/2022,JCS+DCR,,,0,3,none,95,95,,
28,21/06/2022,JCS+DCR,,,0,1,none,90,95,,
43,21/06/2022,JCS+DCR,,,0,3,none,80,95,,
29,21/06/2022,JCS+DCR,,,0,3,none,90,95,,
24,21/06/2022,JCS+DCR,,,0,3,none,80,95,,
25,21/06/2022,JCS+DCR,,,0,3,none,90,95,,
42,21/06/2022,JCS+DCR,,,0,2,none,90,95,,
Z,21/06/2022,JCS+DCR,,,0,2,none,90,80,,
39,21/06/2022,JCS+DCR,,,-,-,-,-,-,,
38,21/06/2022,JCS+DCR,,,0,3,none,90,95,,
30,21/06/2022,JCS+DCR,,,0,4,none,85,95,,
31,21/06/2022,JCS+DCR,,,0,2,none,85,95,,
40,21/06/2022,JCS+DCR,,,0,3,none,80,90,,
37,21/06/2022,JCS+DCR,,,0,2,none,85,95,,
32,21/06/2022,JCS+DCR,,,0,1,none,85,95,,
33,21/06/2022,JCS+DCR,,,0,1,none,95,95,,
36,21/06/2022,JCS+DCR,,,0,0,none,90,95,,
35,21/06/2022,JCS+DCR,,,0,3,none,80,95,,
41,05/07/2022,JCS+MDC+TCJ,,,0,1,none,80,85,,
20,05/07/2022,JCS+MDC+TCJ,,,0,3,none,95,95,,
21,05/07/2022,JCS+MDC+TCJ,,,0,3,none,90,95,,
22,05/07/2022,JCS+MDC+TCJ,,,0,4,none,95,90,,
23,05/07/2022,JCS+MDC+TCJ,,,0,1,none,5,40,,
26,05/07/2022,JCS+MDC+TCJ,,,0,4,none,95,95,,
27,05/07/2022,JCS+MDC+TCJ,,,0,3,none,95,95,,
28,05/07/2022,JCS+MDC+TCJ,,,0,1,none,80,95,,
43,05/07/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
29,05/07/2022,JCS+MDC+TCJ,,,0,3,none,95,95,,
24,05/07/2022,JCS+MDC+TCJ,,,0,3,none,80,90,,
25,05/07/2022,JCS+MDC+TCJ,,,0,4,none,85,95,,
42,05/07/2022,JCS+MDC+TCJ,,,0,2,none,85,95,,
Z,05/07/2022,JCS+MDC+TCJ,,,0,2,none,90,70,,
39,05/07/2022,JCS+MDC+TCJ,,,-,-,-,-,-,,
38,05/07/2022,JCS+MDC+TCJ,,,0,3,none,95,95,,
30,05/07/2022,JCS+MDC+TCJ,,,0,4,none,90,95,,
31,05/07/2022,JCS+MDC+TCJ,,,0,2,none,85,95,,
40,05/07/2022,JCS+MDC+TCJ,,,0,3,none,80,90,,
37,05/07/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
32,05/07/2022,JCS+MDC+TCJ,,,0,1,none,95,90,,
33,05/07/2022,JCS+MDC+TCJ,,,0,1,none,80,95,,
36,05/07/2022,JCS+MDC+TCJ,,,0,0,none,90,95,,
35,05/07/2022,JCS+MDC+TCJ,,,0,4,none,85,95,,
41,19/07/2022,JCS+MDC+TCJ,,,0,1,none,80,70,,
20,19/07/2022,JCS+MDC+TCJ,,,0,4,none,90,95,,
21,19/07/2022,JCS+MDC+TCJ,,,0,3,none,90,95,,
22,19/07/2022,JCS+MDC+TCJ,,,0,4,none,95,95,,
23,19/07/2022,JCS+MDC+TCJ,,,0,1,none,0,0,,
26,19/07/2022,JCS+MDC+TCJ,,,0,4,none,95,95,,
27,19/07/2022,JCS+MDC+TCJ,,,0,3,none,90,95,,
28,19/07/2022,JCS+MDC+TCJ,,,0,2,none,80,95,,
43,19/07/2022,JCS+MDC+TCJ,,,0,3,none,75,85,,
29,19/07/2022,JCS+MDC+TCJ,,,0,3,none,85,95,,
24,19/07/2022,JCS+MDC+TCJ,,,0,3,none,75,90,,
25,19/07/2022,JCS+MDC+TCJ,,,0,4,none,90,95,,
42,19/07/2022,JCS+MDC+TCJ,,,0,3,none,85,95,,
Z,19/07/2022,JCS+MDC+TCJ,,,0,2,none,90,75,,
39,19/07/2022,JCS+MDC+TCJ,,,-,-,-,-,-,,
38,19/07/2022,JCS+MDC+TCJ,,,0,4,none,95,95,,
30,19/07/2022,JCS+MDC+TCJ,,,0,4,none,90,95,,
31,19/07/2022,JCS+MDC+TCJ,,,0,2,none,90,95,,
40,19/07/2022,JCS+MDC+TCJ,,,0,3,none,85,90,,
37,19/07/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
32,19/07/2022,JCS+MDC+TCJ,,,0,1,none,80,95,,
33,19/07/2022,JCS+MDC+TCJ,,,0,2,none,90,90,,
36,19/07/2022,JCS+MDC+TCJ,,,0,0,none,90,95,,
35,19/07/2022,JCS+MDC+TCJ,,,0,4,none,85,95,,
41,02/08/2022,MDC+TCJ,,,0,1,.,70,50,,
20,02/08/2022,MDC+TCJ,,,0,4,none,90,95,,
21,02/08/2022,MDC+TCJ,,,0,3,none,80,95,,
22,02/08/2022,MDC+TCJ,,,0,1,none,0,0,,
23,02/08/2022,MDC+TCJ,,,0,1,none,0,0,,
26,02/08/2022,MDC+TCJ,,,0,4,none,90,95,,
27,02/08/2022,MDC+TCJ,,,0,3,7,90,95,,
28,02/08/2022,MDC+TCJ,,,0,2,none,75,95,,
43,02/08/2022,MDC+TCJ,,,0,3,none,65,85,,
29,02/08/2022,MDC+TCJ,,,0,3,none,90,95,,
24,02/08/2022,MDC+TCJ,,,0,3,none,80,95,,
25,02/08/2022,MDC+TCJ,,,0,4,none,85,95,,
42,02/08/2022,MDC+TCJ,,,0,3,none,85,90,,
Z,02/08/2022,MDC+TCJ,,,0,4,none,80,70,,
39,02/08/2022,MDC+TCJ,,,-,-,-,-,-,,
38,02/08/2022,MDC+TCJ,,,0,4,none,90,90,,
30,02/08/2022,MDC+TCJ,,,0,4,none,90,90,,
31,02/08/2022,MDC+TCJ,,,0,2,none,90,90,,
40,02/08/2022,MDC+TCJ,,,0,3,none,80,80,,
37,02/08/2022,MDC+TCJ,,,0,3,none,80,80,,
32,02/08/2022,MDC+TCJ,,,0,1,none,75,75,,
33,02/08/2022,MDC+TCJ,,,0,2,2,85,85,,
36,02/08/2022,MDC+TCJ,,,0,0,none,90,90,,
35,02/08/2022,MDC+TCJ,,,0,4,none,80,80,,
41,16/08/2022,JCS+MDC+TCJ,,,0,1,none,55,5,,
20,16/08/2022,JCS+MDC+TCJ,,,0,4,none,80,95,,
21,16/08/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
22,16/08/2022,JCS+MDC+TCJ,Aborted,,0,4,1,90,90,,
23,16/08/2022,JCS+MDC+TCJ,,,0,1,1,0,0,,
26,16/08/2022,JCS+MDC+TCJ,,,0,4,none,80,80,,
27,16/08/2022,JCS+MDC+TCJ,,,0,3,none,85,90,,
28,16/08/2022,JCS+MDC+TCJ,,,0,2,1,70,60,,
43,16/08/2022,JCS+MDC+TCJ,,,0,3,none,75,90,,
29,16/08/2022,JCS+MDC+TCJ,,,0,2,none,85,90,,
24,16/08/2022,JCS+MDC+TCJ,,,0,3,none,80,85,,
25,16/08/2022,JCS+MDC+TCJ,,,0,4,none,85,90,,
42,16/08/2022,JCS+MDC+TCJ,,,0,3,none,85,90,,
Z,16/08/2022,JCS+MDC+TCJ,,,0,4,none,75,90,,
39,16/08/2022,JCS+MDC+TCJ,,,,,,,,,
38,16/08/2022,JCS+MDC+TCJ,,,0,4,none,90,90,,
30,16/08/2022,JCS+MDC+TCJ,,,0,4,none,95,95,,
31,16/08/2022,JCS+MDC+TCJ,,,0,2,none,85,90,,
40,16/08/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
37,16/08/2022,JCS+MDC+TCJ,,,0,3,none,80,95,,
32,16/08/2022,JCS+MDC+TCJ,,,0,1,none,90,90,,
33,16/08/2022,JCS+MDC+TCJ,,,0,2,none,90,90,,
36,16/08/2022,JCS+MDC+TCJ,,,0,0,none,90,95,,
35,16/08/2022,JCS+MDC+TCJ,,,0,4,none,80,95,,
41,30/08/2022,TCJ+MDC,"no leaves, better view of the cocos",,0,2,none,5,0,,
20,30/08/2022,TCJ+MDC,2 cocos on the ground for wind,,0,4,2,80,95,,
21,30/08/2022,TCJ+MDC,,,0,3,none,75,95,,
22,30/08/2022,TCJ+MDC,abort,,0,4,1,85,90,,
23,30/08/2022,TCJ+MDC,,,0,1,none,0,0,,
26,30/08/2022,TCJ+MDC,"coco, likely macaw",,0,4,none,35,40,,
27,30/08/2022,TCJ+MDC,1 coco,,0,3,none,80,90,,
28,30/08/2022,TCJ+MDC,better view to see coco on the tree,,0,2,1,20,5,,
43,30/08/2022,TCJ+MDC,coco abort,,0,3,1,65,90,,
29,30/08/2022,TCJ+MDC,coco fall for wind,,0,3,none,80,90,,
24,30/08/2022,TCJ+MDC,,,0,3,none,80,85,,
25,30/08/2022,TCJ+MDC,,,0,4,none,65,30,,
42,30/08/2022,TCJ+MDC,coco abort,,0,3,1,75,90,,
Z,30/08/2022,TCJ+MDC,,,0,4,none,10,5,,
39,30/08/2022,TCJ+MDC,,,,,,,,,
38,30/08/2022,TCJ+MDC,coco abort,,0,4,1,85,90,,
30,30/08/2022,TCJ+MDC,,,0,4,none,80,95,,
31,30/08/2022,TCJ+MDC,,,0,2,none,90,95,,
40,30/08/2022,TCJ+MDC,,,0,3,none,75,75,,
37,30/08/2022,TCJ+MDC,,,0,3,none,80,95,,
32,30/08/2022,TCJ+MDC,,,0,1,none,80,95,,
33,30/08/2022,TCJ+MDC,,,0,2,none,60,60,,
36,30/08/2022,TCJ+MDC,,,0,0,none,85,95,,
35,30/08/2022,TCJ+MDC,2 cocos abort,,0,4,2,80,95,,
41,13/09/2022,TCJ+MDC,,,0,2,0,80,95,,
20,13/09/2022,TCJ+MDC,,,0,4,0,80,95,,
21,13/09/2022,TCJ+MDC,,,0,3,0,70,95,,
22,13/09/2022,TCJ+MDC,,,0,4,1,75,90,,
23,13/09/2022,TCJ+MDC,,,0,1,0,0,0,,
26,13/09/2022,TCJ+MDC,,,0,4,0,60,90,,
27,13/09/2022,TCJ+MDC,,,0,3,0,75,90,,
28,13/09/2022,TCJ+MDC,,,0,3,0,60,50,,
43,13/09/2022,TCJ+MDC,,,0,3,0,60,90,,
29,13/09/2022,TCJ+MDC,Mejor visibilidad de otra rama ,,0,2,0,50,95,,
24,13/09/2022,TCJ+MDC,,,0,3,0,80,90,,
25,13/09/2022,TCJ+MDC,,,0,4,1,75,90,,
42,13/09/2022,TCJ+MDC,,,0,3,0,75,95,,
Z,13/09/2022,TCJ+MDC,,,0,4,1,20,20,,
39,13/09/2022,TCJ+MDC,,,0,,,,,,
38,13/09/2022,TCJ+MDC,,,0,4,0,80,90,,
30,13/09/2022,TCJ+MDC,,,0,4,0,85,95,,
31,13/09/2022,TCJ+MDC,,,0,2,0,80,90,,
40,13/09/2022,TCJ+MDC,Mejor visibilidad,,0,4,0,30,30,,
37,13/09/2022,TCJ+MDC,,,0,3,0,80,90,,
32,13/09/2022,TCJ+MDC,,,0,1,0,70,90,,
33,13/09/2022,TCJ+MDC,,,0,2,0,85,90,,
36,13/09/2022,TCJ+MDC,,,0,0,0,85,95,,
35,13/09/2022,TCJ+MDC,,,0,4,0,80,95,,
41,27/09/2022,TCJ+MDC,Poca visibilidad por nuevas hojas,,0,1,0,95,100,,
20,27/09/2022,TCJ+MDC,,,0,4,0,90,75,,
21,27/09/2022,TCJ+MDC,,,0,3,0,75,20,,
22,27/09/2022,TCJ+MDC,,,0,4,0,30,40,,
23,27/09/2022,TCJ+MDC,Se encontro un coco en el suelo,,0,0,0,0,0,,
26,27/09/2022,TCJ+MDC,,,0,4,0,95,95,,
27,27/09/2022,TCJ+MDC,Mejor visibilidad,,0,4,0,15,40,,
28,27/09/2022,TCJ+MDC,,,0,3,0,70,95,,
43,27/09/2022,TCJ+MDC,,,0,3,0,40,40,,
29,27/09/2022,TCJ+MDC,Mejor visibilidad,,0,3,0,40,30,,
24,27/09/2022,TCJ+MDC,,,0,3,0,20,20,,
25,27/09/2022,TCJ+MDC,,,0,4,1,85,95,,
42,27/09/2022,TCJ+MDC,,,0,3,0,40,25,,
Z,27/09/2022,TCJ+MDC,,,0,4,0,90,100,,
39,27/09/2022,TCJ+MDC,,,,,,,,,
38,27/09/2022,TCJ+MDC,,,0,4,0,5,50,,
30,27/09/2022,TCJ+MDC,,,0,4,0,55,50,,
31,27/09/2022,TCJ+MDC,Mejor visibilidad,,0,3,0,25,10,,
40,27/09/2022,TCJ+MDC,Castañas parecen enfermas con hongos,,0,4,0,85,90,,
37,27/09/2022,TCJ+MDC,Castañas parecen enfermas con hongos,,0,3,0,40,20,,
32,27/09/2022,TCJ+MDC,,,0,1,0,10,30,,
33,27/09/2022,TCJ+MDC,,,0,2,0,90,95,,
36,27/09/2022,TCJ+MDC,,,0,0,0,35,30,,
35,27/09/2022,TCJ+MDC,Mejor visibilidad,,0,3,0,20,5,,
41,11/10/2022,TCJ+MDC,,,0,1,0,90,100,,
20,11/10/2022,TCJ+MDC,,,0,4,0,15,30,,
21,11/10/2022,TCJ+MDC,,,0,3,0,40,5,,
